,date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
259,20200320,TX,194,,5083.0,,posNeg,5277,,,,,,,,,3/20/2020 13:00,2020-03-20T13:00:00Z,03/20 09:00,5.0,,2020-03-20T13:00:00Z,,,,194,,,,,,,,,,,,,,,48,51,2871,5277,2922,5277,2,0,83bcfc8d61f196b2af6816096c38d9ae52c8e70a,0,0,0,0,0,
260,20200319,TX,143,,2212.0,,posNeg,2355,,,,,,,,,3/19/2020 13:00,2020-03-19T13:00:00Z,03/19 09:00,3.0,,2020-03-19T13:00:00Z,,,,143,,,,,,,,,,,,,,,48,60,388,2355,448,2355,1,0,838db39d8a2d70c1e3cbbd65dbcf3cefa2196074,0,0,0,0,0,
261,20200318,TX,83,,1824.0,,posNeg,1907,,,,,,,,,3/18/2020 13:00,2020-03-18T13:00:00Z,03/18 09:00,2.0,,2020-03-18T13:00:00Z,,,,83,,,,,,,,,,,,,,,48,19,620,1907,639,1907,1,0,0d7cc33756770f4cf2e7823b14a6cc7b4e2f9354,0,0,0,0,0,
262,20200317,TX,64,,1204.0,,posNeg,1268,,,,,,,,,3/17/2020 13:00,2020-03-17T13:00:00Z,03/17 09:00,1.0,,2020-03-17T13:00:00Z,,,,64,,,,,,,,,,,,,,,48,7,1204,1268,1211,1268,1,0,778b15d93a535e2b7dcf7066eab71e54088e797f,0,0,0,0,0,
263,20200316,TX,57,,,,posNeg,57,,,,,,,,,3/16/2020 15:21,2020-03-16T15:21:00Z,03/16 11:21,,,2020-03-16T15:21:00Z,,,,57,,,,,,,,,,,,,,,48,1,0,57,1,57,0,0,24e1d571432c28c0da69a2608eec85fa97a72e24,0,0,0,0,0,
264,20200315,TX,56,,,,posNeg,56,,,,,,,,,3/15/2020 13:00,2020-03-15T13:00:00Z,03/15 09:00,,,2020-03-15T13:00:00Z,,,,56,,,,,,,,,,,,,,,48,5,0,56,5,56,0,0,f1f014735e32c930fe046047720b2c73b509dbf9,0,0,0,0,0,
265,20200314,TX,51,,,,posNeg,51,,,,,,,,,3/14/2020 13:00,2020-03-14T13:00:00Z,03/14 09:00,,,2020-03-14T13:00:00Z,,,,51,,,,,,,,,,,,,,,48,12,0,51,12,51,0,0,3c4fceb03442ed2c06aea11f282992afdd0b92a8,0,0,0,0,0,
266,20200313,TX,39,,,,posNeg,39,,,,,,,,,3/13/2020 00:00,2020-03-13T00:00:00Z,03/12 20:00,,,2020-03-13T00:00:00Z,,,,39,,,,,,,,,,,,,,,48,16,0,39,16,39,0,0,e6f3db506cc997885d1525ac3cf7733a60c9a924,0,0,0,0,0,
267,20200312,TX,23,,,,posNeg,23,,,,,,,,,3/12/2020 11:00,2020-03-12T11:00:00Z,03/12 07:00,,,2020-03-12T11:00:00Z,,,,23,,,,,,,,,,,,,,,48,2,0,23,2,23,0,0,3bc26efdf94663bf589be87e18d25675307ea132,0,0,0,0,0,
268,20200311,TX,21,,,,posNeg,21,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,48,8,0,21,8,21,0,0,8eed10b8c2c63663b3becd9371221bb7d88bb9fe,0,0,0,0,0,
269,20200310,TX,13,,,,posNeg,13,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,48,1,0,13,1,13,0,0,b9ff99a6be710edc642a0f167945520f5cab25e6,0,0,0,0,0,
270,20200309,TX,12,,,,posNeg,12,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,48,4,0,12,4,12,0,0,ddbdccacfd83269e5025abfcba399f1804766162,0,0,0,0,0,
271,20200308,TX,8,,,,posNeg,8,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,48,0,0,8,0,8,0,0,8f3116f44e9f3643bdca159150c59fc828088652,0,0,0,0,0,
272,20200307,TX,8,,,,posNeg,8,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,48,3,0,8,3,8,0,0,68e05e83d6de13655dc644ea37f6cf6686291813,0,0,0,0,0,
273,20200306,TX,5,,,,posNeg,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,48,4,0,5,4,5,0,0,d5a2ef433f2f4ae8e7a69793a81602e621f79e6b,0,0,0,0,0,
274,20200305,TX,1,,,,posNeg,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,48,0,0,1,0,1,0,0,b37505b5a33cc5a9101a5af0acadcdfd90c5200f,0,0,0,0,0,
275,20200304,TX,1,,,,posNeg,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,48,0,0,1,0,1,0,0,357c259b6f9ca6c5d2408d01ab4c91957279df48,0,0,0,0,0,
